Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count
016-544-327-940-704,On the First Law of Geography: A Reply,,2004,journal article,Annals of the Association of American Geographers,00045608; 14678306,Informa UK Limited,United Kingdom,Waldo R. Tobler,Daniel Sui has sent me a written version of comments presented by five geographers at a panel on the first law of geography organized byhim at the 2003 AAG meeting in New Orleans. The comments seem...,94,2,304,310,Tobler's first law of geography; Classics; History,,,,,https://www.geog.ucsb.edu/%7Etobler/publications/pdf_docs/The-1st-Law-A-Reply.pdf https://www.tandfonline.com/doi/full/10.1111/j.1467-8306.2004.09402009.x http://homepage.univie.ac.at/wolfgang.kainz/Lehrveranstaltungen/Theory_and_Methods_of_GI_Science/Tobler_on_Sui_2004.pdf?origin=publicationDetail https://onlinelibrary.wiley.com/doi/10.1111/j.1467-8306.2004.09402009.x,http://dx.doi.org/10.1111/j.1467-8306.2004.09402009.x,,10.1111/j.1467-8306.2004.09402009.x,2017917631,,0,000-203-627-584-442; 002-455-602-950-673; 007-653-705-367-922; 008-654-915-629-40X; 009-814-339-379-858; 010-192-592-235-948; 013-407-151-308-640; 016-362-449-401-074; 017-341-933-558-667; 018-205-863-230-980; 023-527-534-097-077; 025-382-842-245-789; 029-005-892-986-341; 037-590-068-727-210; 044-340-410-237-498; 046-807-918-744-561; 047-385-397-327-453; 062-528-767-520-330; 075-458-773-141-194; 078-364-866-892-060; 081-688-939-226-042; 086-506-182-781-432; 096-896-377-991-551; 098-609-596-853-579; 102-226-173-047-588; 114-585-177-520-897; 117-379-415-089-134; 121-153-559-840-583; 123-507-356-163-04X; 135-322-392-626-456; 138-421-950-277-581; 143-689-959-188-233; 144-490-799-878-603; 155-712-642-204-424; 163-429-195-977-72X; 170-336-013-910-948; 175-101-208-889-910; 175-269-849-644-947; 185-265-330-391-992; 186-127-965-242-510; 188-116-663-903-618,223
017-185-900-206-620,Einzelreferate und Buchbesprechungen,,1922,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Birnbaum; null Lubarsch; W. Fischer; null Koenigsfeld; null Magnus-Alsleben; null Neisser; null Simon; null Frik; null Bucky; A. W. Fischer; null Finkenrath; null Friedberg; null Dessecker; null Loewe; null Oppenheimer; null Tobler; null Braun; null Zinn; null Deusch; null Edens; null Dietlen; null Schlesinger; null Nick; null Rosenberg; null Kaufmann; null v. Lichtenberg; null Hellwig; null Köllner; null Igersheimer; null Meesmann; null Mendel; null Gruhle; null Gottstein,,1,12,596,602,,,,,,,http://dx.doi.org/10.1007/bf01715915,,10.1007/bf01715915,,,0,,0
017-544-555-940-34X,Zeitschriften,,1933,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Mendel; null Koenigsfeld; null Dietrich; null Oberniedermayr; null Koenigsfeld; null Herzfeld; null Weigert; null Erich Langer; null Wohlwill; W. Fischer; null Edens; null Blumenfeldt; null Magnus-Alsleben; null Tobler; null Grassheim; null Fuchs; null Schübel; null Ttaterka; null Griesbach; null Grassheim; null Bernhardt; null Koenigsfeld; null Schumacher; null Jonas; null Friedemann; null Sperling; null Riebeling; null Goldstein,,12,24,958,962,,,,,,,http://dx.doi.org/10.1007/bf01786247,,10.1007/bf01786247,,,0,,0
017-892-830-493-742,Einzelreferate und Buchbesprechungen,,1923,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Siemens; null Flury; null Martius; null Christeller; null Hellwig; null Tobler; null Finkenrath; null Schlesinger; null Oppenheimer; null Dietlen; null Flaskamp; null Holthusen; L. Halberstaedter; null Goldstein; null Frick; null Dessecker; null Fabian; null Herzfeld; A. W. Fischer; null Weigert; Wilhelm Stepp; R. O. Neumann; null Lipschitz; null Eckstein; null Biedl; Emil Neisser; null Freudenberg; null Jonas; null Dietrich; null Schrader; null Gaupp; null Birnbaum; null Friedemann; null Jahnel,,2,27,1276,1283,,,,,,,http://dx.doi.org/10.1007/bf01709690,,10.1007/bf01709690,,,0,,0
018-023-818-840-408,Global spatial analysis,,2002,journal article,"Computers, Environment and Urban Systems",01989715,Elsevier BV,United Kingdom,Waldo R. Tobler,,26,6,493,500,Geography; Spatial relation; Cartography,,,,,https://www.sciencedirect.com/science/article/pii/S0198971502000170,http://dx.doi.org/10.1016/s0198-9715(02)00017-0,,10.1016/s0198-9715(02)00017-0,1976333238,,0,003-484-387-327-457; 006-120-709-397-40X; 007-653-705-367-922; 012-388-703-885-693; 013-407-151-308-640; 018-307-446-114-361; 020-998-895-893-521; 021-967-348-632-781; 022-253-628-718-442; 024-694-341-011-294; 024-945-751-137-694; 026-608-415-334-774; 028-704-590-607-349; 031-132-947-839-685; 042-418-231-780-588; 043-373-470-013-597; 044-264-912-692-536; 047-385-397-327-453; 050-620-600-248-87X; 051-897-028-726-997; 053-215-952-068-506; 054-570-837-074-663; 054-787-363-559-382; 056-348-440-431-306; 065-875-482-824-520; 066-777-275-334-243; 067-873-299-956-49X; 071-732-219-481-240; 081-673-402-045-602; 082-139-775-650-465; 083-102-114-117-898; 092-640-748-163-735; 100-110-718-135-856; 101-810-626-628-817; 117-942-763-705-554; 132-622-169-083-642; 132-676-242-507-071; 136-556-608-966-993; 137-117-821-625-92X; 138-591-720-749-24X; 139-682-462-146-138; 141-495-576-448-378; 142-597-354-075-178; 150-296-712-307-225; 150-964-864-927-993; 166-448-459-532-090; 166-589-223-282-75X; 170-180-092-752-061; 171-125-132-164-34X; 179-119-312-578-662; 182-493-558-461-534; 182-505-603-837-437; 190-032-990-340-879; 194-859-575-207-30X,7
018-781-878-852-323,Significance of vitamin D in pediatrics,,1958,journal article,Internationale Zeitschrift fur Vitaminforschung. Beiheft,03759075,,Switzerland,W Tobler,,28,Supp 7,128,138,Vitamin D and neurology; Pediatrics; Rickets; Medicine,RICKETS; VITAMIN D/therapeutic use,Child; Cholestanes; Humans; Pediatrics; Rickets; Vitamin D/therapeutic use; Vitamins,Cholestanes; Vitamins; Vitamin D,,https://www.ncbi.nlm.nih.gov/pubmed/13598569,https://www.ncbi.nlm.nih.gov/pubmed/13598569,13598569,,2417521040,,0,,0
018-920-562-727-232,Notes on Two Projections,,2008,,,,,,null Tobler,"A curve on a sphere which intersects all meridians at a constant angle is known as a loxodrome. This curve is the spherical equivalent of the plane logarithmic spiral, which intersects all rays from a central point at a constant angle. There is always such a curve between any two arbitrary points. The length of this curve will exceed the length of the geodesic connecting the two points, unless both points lie on a ray or meridian. The classical map projection useful for problems involving loxodromes is that of G. Mercator (1569). A number of additional projections can be developed, however, which preserve certain loxodromic properties. Consider, for example, the azimuthal equidistant projection: rays from the centre are arcs of great circles of correct length, and directions from the centre correctly represent spherical azimuths. One can construct a projection on which rays from the centre represent loxodromes of loxodromic length and on which directions from the centre correctly represent loxodromic directions. The direction, u, from North, of a loxodrome from <Po' Aoto <P,A is given by f A-A )",,,,,Rhumb line; Great circle; Geodesic; Map projection; Azimuthal equidistant projection; Geometry; Mathematics; Mercator projection; Projection (mathematics); Logarithmic spiral,,,,,,,,,3146277700,,0,021-279-268-627-035,0
019-333-898-151-601,Einzelreferate und Buchbesprechungen,,1922,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,W. Fischer; null Lewin; null Westenhöfer; null Oppenheimer; null Braun; null Neisser; null Freudenberg; null Peiper; null Bucky; null Dietlen; null Ecktern; C. Lewin; null Dietrich; null Simon; null Frik; null Deusch; null Friedberg; null Eckstein; null Tobler; null Mendel; null Eisner; null Zinn; null Deutsch; null Seligmann; J. Rothberger; null Herzfeld; A. W. Fischer; null Dessecker; null Aufrecht; H. Hirschfeld; null Hirschfeld; null Griesbach; null Hellwig; null Weigert; null Mendelssohn; null Jonas; null Engwer; null Igersheimer; null Jaffé; null Gaza; null Valentin; null Koch,,1,11,537,547,,,,,,,http://dx.doi.org/10.1007/bf01714020,,10.1007/bf01714020,,,0,,0
020-998-895-893-521,Spherical Measures without Spherical Trigonometry,2001-12-21,2001,,,,,,Waldo R. Tobler,"Suppose one wants to know the great circle distance between two locations given by their names in latitude and longitude. Call these P1 (φ1, λ1) and P2 (φ2, λ2). Using plane trigonometry one can compute the location of these points in a three dimensional rectangular (Euclidean) coordinate system, centered at the origin of the sphere. This yields the locations as vectors in space as V1 (X1, Y1, Z1) and V2 (X2, Y2, Z2). The straight line distance between these two points is given by the well known formula: D12 = [(X1-X2)2 + (Y1-Y2)2+ (Z1-Z2)2]1/2 . This is the chord distance between the two points, penetrating the sphere. The chord distance between the two points can be considered to be one side of a triangle, with origin at the center of a circle, whose other two sides have a length equal to the radius of the sphere. Take this radius to be one unit, and call it R. Divide the triangle into two equal parts, by constructing the perpendicular to the chord from the center. Now we know two sides of a right triangle, and the length of the third side (from the center to the chord) can be calculated. From this the angle at the center can be calculated, using any of the trigonometric formulae relating points in a right triangle. Twice this angle is the angle that spans the distance between the two points, that is, it is the angular separation of the points on the sphere.",,,,,Lénárt sphere; Great-circle distance; Right triangle; Spherical trigonometry; Perpendicular; Geometry; Trigonometry; Mathematics; Chord (geometry); Coordinate system,,,,,http://deepblue.lib.umich.edu/bitstream/2027.42/60276/1/tobler.pdf https://deepblue.lib.umich.edu/handle/2027.42/60276,https://deepblue.lib.umich.edu/handle/2027.42/60276,,,12300253,,0,,2
021-967-348-632-781,Preliminary representation of world population by spherical harmonics.,1992-07-15,1992,journal article,Proceedings of the National Academy of Sciences of the United States of America,00278424; 10916490,,United States,Waldo R. Tobler,"Abstract; The geographical arrangement of people on the surface of the earth is approximated by a mathematical equation of 361 terms. This is a convenient form for comparison with other distributions and for use in global change studies, and it has other advantages, but it must be considered preliminary because of data limitations.",89,14,6262,6264,Surface (mathematics); Applied mathematics; Mathematical equations; Geographic distribution; Data limitations; Spherical harmonics; Computer science; Representation (mathematics); World population,,,,,http://www.pnas.org/content/89/14/6262 https://core.ac.uk/display/3177129 https://www.jstor.org/stable/2359989 http://europepmc.org/articles/PMC49480 https://ui.adsabs.harvard.edu/abs/1992PNAS...89.6262T/abstract https://www.ncbi.nlm.nih.gov/pmc/articles/PMC49480/ https://www.pnas.org/cgi/doi/10.1073/pnas.89.14.6262,http://dx.doi.org/10.1073/pnas.89.14.6262,11607304,10.1073/pnas.89.14.6262,2095511784,PMC49480,0,104-946-602-813-585,10
022-043-022-690-953,Automation in the Preparation of Thematic Maps,,1965,journal article,The Cartographic Journal,00087041; 17432774,Informa UK Limited,United Kingdom,Waldo R. Tobler,"AbstractAutomation is of particular importance in the construction of thematic maps, especially those derived from extensive statistical data. A staff member of the Department of Geography, University of Michigan, examines the fundamental problems involved, and shows how standard computer facilities are being used.",2,1,32,38,Automation; Geography; Data science; Cartography; Thematic map,,,,,https://www.tandfonline.com/doi/full/10.1179/caj.1965.2.1.32 https://www.taylorfrancis.com/chapters/edit/10.4324/9781351191234-2/automation-preparation-thematic-maps-tobler,http://dx.doi.org/10.1179/caj.1965.2.1.32,,10.1179/caj.1965.2.1.32,1978489092,,0,004-779-456-459-942; 006-433-928-631-531; 009-171-961-919-192; 059-323-463-828-208; 089-700-735-891-788; 103-358-221-182-575; 104-290-610-893-221; 109-473-641-550-946; 146-472-081-615-71X,15
022-049-022-973-344,Einzelreferate und Buchbesprechungen,,1930,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,null Stöhr; Robert Wetzel; null Stolta; W. Fischer; K. Hirschfeld; null Tobler; null Koenigsfeld; null Jacobsohn; null Wohlwill; null Oppenheimer; null Schübel; null Cramer; null Halberstaedter; O. Wiener; null Hueck; null Herzfeld; null Grassheim; null Gottschalk; null Kraas; null Eisner-Behrend; null Nonnenbruch; J. Bauer; null Jonas; null Deusch; null Meltzer; K. Hirschfeld; null Goldstein; null Lange; null Preuss; null Sacher,,9,15,705,711,,,,,,,http://dx.doi.org/10.1007/bf01726028,,10.1007/bf01726028,,,0,,0
023-527-534-097-077,A cappadocian speculation.,1971-05-07,1971,journal article,Nature,00280836; 14764687,Nature Publishing Group,United Kingdom,Waldo R. Tobler; S. Wineburg,"IN 1925, F. Hrozny discovered the source of the “Cappadocian” tablets near the village of Kultepe (38° 44′ N, 35° 34′ E). These cuneiform tablets provide a foundation for study of the pre-Hittite (circa 1940 BC to 1740 BC) network of Assyrian merchant colonies in Bronze Age Anatolia1. Bilgic2 has published the names of 119 towns active in this exchange, as evidenced by their citation on a tablet. The exact location of most of these sites is not known, and historical and archaeological investigations would be greatly facilitated if they could be found. We have used Bilgic's compilation to estimate the geographical position of several of the towns, in the sense of Bunge3, which is conditional on several assumptions. We invoke assumptions to enhance the analysis by applying the leverage obtained from geographical theory. We assume, for example, that mathematical models based on contemporary (largely western) data have a temporally and geographically invariant structure and can be applied to the Cappadocian situation. Our approach differs from several previous attempts1,2,4, to which it should be considered complementary rather than competitive. For example, we do not require the existence of itineraries; the mere mention of two town names on the same tablet is taken to define a relation between these towns. We recognize that one of the simplest geographical relations is distance and attempt to convert the tabular data into geographical distances. If this is possible then it is an almost routine matter to convert these distances into relative positions. Thus it may be possible to specify the actual locations of the towns; that is, to predict their latitude and longitude. The simplest model asserts that places which are mentioned together frequently are probably closer together than are places which are not mentioned together frequently. This spatial decay is similar to the temporal decay of linguistic relations postulated in glottochronology5, or of isotopic changes used in radiocarbon dating6. Our procedure attempts to estimate spatial, rather than temporal, origins and can be considered the geographical equivalent to these methods. It also has comparable limitations. We know of no previous use of the procedure presented here.",231,5297,39,41,Bronze Age; Geographic coordinate system; Cuneiform; Structure (mathematical logic); Geography; Relation (history of concept); Procedure attempts; Speculation; Genealogy; Invariant (computer science),,,,,https://ui.adsabs.harvard.edu/abs/1971Natur.231...39T/abstract https://www.nature.com/articles/231039a0.pdf https://europepmc.org/abstract/MED/16062545 https://www.nature.com/articles/231039a0 http://www.ncbi.nlm.nih.gov/pubmed/16062545,http://dx.doi.org/10.1038/231039a0,16062545,10.1038/231039a0,2049907411,,0,000-229-626-994-699; 008-359-981-278-765; 020-473-894-865-535; 026-691-911-295-110; 055-282-140-929-676; 065-312-341-749-10X; 069-944-710-708-305; 105-830-778-616-341; 125-769-458-479-427; 154-826-494-615-713; 155-112-145-941-82X; 165-519-832-271-335; 175-249-796-024-657,65
024-629-154-486-189,Einzelreferate und Buchbesprechungen,,1922,journal article,Klinische Wochenschrift,00232173; 14321440,Springer Science and Business Media LLC,,Werner Schulze; null Martius; null Deusch; null Neisser; null Braun; null Israil; null Eisner-Behrend; null Peiper; null Zinn; null Friedberg; null Ecklern; null Dessecker; null Eckstein; null Jonas; null Dietrich; null Zuntz; null Engwer; null Jaffe; null Tobler; null Buschke; null Mendel; null Loewy; null Weigert; null Preuss; C. Prausnitz; null Gerbis,,1,15,747,753,,,,,,,http://dx.doi.org/10.1007/bf01716124,,10.1007/bf01716124,,,0,,0
025-403-812-384-227,Geographic Interpolation,2010-09-07,2010,journal article,Geographical Analysis,00167363,Wiley,,Susan Kennedy; Waldo R. Tobler,,15,2,151,156,,,,,,,http://dx.doi.org/10.1111/j.1538-4632.1983.tb00776.x,,10.1111/j.1538-4632.1983.tb00776.x,,,0,,3
